Test Time(ms),Current (A),Inlet Temp,Outlet Temp,Thermocouple Temp,Average Tab Temp,Test Time (s)
4019870,14.0158,23.9825637,25.0181824,25.538,24.50037305,1647.24
4020870,14.0156,24.0031173,24.8762764,25.4898,24.43969685,1648.24
4021870,14.0158,24.0821202,25.0349146,25.5615,24.5585174,1649.24
4022870,14.0157,24.0872586,24.9004216,25.5251,24.4938401,1650.24
4023870,14.0159,24.2125071,24.9612082,25.5218,24.58685765,1651.24
4024870,14.0158,24.0733421,24.868228,25.5,24.47078505,1652.24
4025870,14.0159,24.2033008,24.8836894,25.5177,24.5434951,1653.24
4026870,14.0158,24.0493629,24.8896198,25.514,24.46949135,1654.24
4027870,14.0158,24.1193736,24.8087122,25.5711,24.4640429,1655.24
4028870,14.0159,24.0129659,24.6873508,25.5492,24.35015835,1656.24
4029870,14.0159,23.9812791,24.9605728,25.5566,24.47092595,1657.24
4030870,14.0158,24.0403707,24.741148,25.5342,24.39075935,1658.24
4031870,14.0159,24.3118495,24.8508604,25.4849,24.58135495,1659.24
4032870,14.0157,23.9887726,24.7324642,25.5632,24.3606184,1660.24
4033870,14.0157,23.9461667,24.927532,25.5616,24.43684935,1661.24
4034870,14.0158,23.9217593,24.9544306,25.4961,24.43809495,1662.24
4035870,14.0157,23.8971378,24.927532,25.5323,24.4123349,1663.24
4036870,14.0158,24.0470078,24.838576,25.5826,24.4427919,1664.24
4037870,14.0158,23.8819367,24.8059588,25.513,24.34394775,1665.24
4038870,14.0159,24.0078275,24.6920104,25.6334,24.34991895,1666.24
4039870,14.0158,23.9778535,24.8012992,25.5353,24.38957635,1667.24
4040870,14.0159,24.4508004,24.7724944,25.5723,24.6116474,1668.24
4041870,14.0158,23.8924276,24.8063824,25.576,24.349405,1669.24
4042870,14.0158,23.9256131,24.651133,25.5572,24.28837305,1670.24
4043870,14.0158,23.9048454,24.7809664,25.5583,24.3429059,1671.24
4044870,14.0159,24.2287787,24.829045,25.6261,24.52891185,1672.24
4045870,14.0159,23.839759,24.825868,25.5736,24.3328135,1673.24
4046870,14.0158,24.0425117,24.8281978,25.5579,24.43535475,1674.24
4047870,14.0158,23.831195,24.742207,25.5176,24.286701,1675.24
4048870,14.0157,23.8939263,24.8320102,25.5771,24.36296825,1676.24
4049870,14.0157,23.9551589,24.807865,25.5336,24.38151195,1677.24
4050870,14.0157,24.3715834,24.7663522,25.5894,24.5689678,1678.24
